Date,Product Name,Category,Quantity,Price,Platform
2026-07-12,Tote Bag,Accessories,4,26.57,Shopee
2026-07-13,Wireless Earbuds Pro,Electronics,7,83.45,Shopee
2026-07-13,Baju Melayu Set,Apparel,6,94.55,Instagram
2026-07-13,Silk Hijab,Apparel,4,30.96,Instagram
2026-07-13,Crossbody Bag,Accessories,4,60.2,TikTok Shop
2026-07-13,Printed Blouse,Apparel,4,37.1,Instagram
2026-07-13,Tote Bag,Accessories,2,29.44,Instagram
2026-07-14,Crossbody Bag,Accessories,2,64.25,Instagram
2026-07-14,Baju Melayu Set,Apparel,6,92.89,Shopee
2026-07-14,Canvas Sneakers,Footwear,1,55.6,TikTok Shop
2026-07-14,Crossbody Bag,Accessories,4,63.43,Shopee
2026-07-14,Canvas Sneakers,Footwear,3,54.1,TikTok Shop
2026-07-15,Canvas Sneakers,Footwear,6,50.52,TikTok Shop
2026-07-15,Casual Kurung,Apparel,6,74.21,Shopee
2026-07-15,Slip-on Sandals,Footwear,3,31.1,TikTok Shop
2026-07-15,Batik Shirt,Apparel,3,59.63,Shopee
2026-07-15,Crossbody Bag,Accessories,5,63.55,Shopee
2026-07-15,Casual Kurung,Apparel,4,75.09,Shopee
2026-07-15,Slip-on Sandals,Footwear,4,35.19,Shopee
2026-07-15,Printed Blouse,Apparel,3,39.74,Instagram
2026-07-16,Printed Blouse,Apparel,5,36.34,TikTok Shop
2026-07-16,Baju Melayu Set,Apparel,3,96.68,Instagram
2026-07-16,Canvas Sneakers,Footwear,5,49.79,TikTok Shop
2026-07-16,Baju Melayu Set,Apparel,2,97.32,Shopee
2026-07-16,Canvas Sneakers,Footwear,6,52.58,TikTok Shop
2026-07-16,Tote Bag,Accessories,3,28.9,Shopee
2026-07-17,Batik Shirt,Apparel,4,62.0,TikTok Shop
2026-07-17,Tote Bag,Accessories,2,30.15,TikTok Shop
2026-07-17,Baju Melayu Set,Apparel,5,96.14,Shopee
2026-07-17,Slip-on Sandals,Footwear,4,32.14,Instagram
2026-07-18,Wireless Earbuds Pro,Electronics,5,82.46,TikTok Shop
2026-07-18,Heeled Wedges,Footwear,1,71.29,TikTok Shop
2026-07-18,Printed Blouse,Apparel,5,33.22,TikTok Shop
2026-07-18,Baju Melayu Set,Apparel,2,98.48,Shopee
2026-07-18,Canvas Sneakers,Footwear,1,55.16,TikTok Shop
2026-07-18,Batik Shirt,Apparel,4,59.08,Shopee
2026-07-18,Baju Melayu Set,Apparel,4,93.42,Instagram
2026-07-18,Tote Bag,Accessories,5,25.35,Instagram
2026-07-19,Wireless Earbuds Pro,Electronics,4,86.77,TikTok Shop
2026-07-19,Crossbody Bag,Accessories,2,64.6,Shopee
2026-07-19,Printed Blouse,Apparel,3,39.59,Shopee
2026-07-19,Wireless Earbuds Pro,Electronics,5,87.14,Shopee
2026-07-19,Crossbody Bag,Accessories,7,58.24,Instagram
2026-07-20,Slip-on Sandals,Footwear,5,34.44,Shopee
2026-07-20,Batik Shirt,Apparel,5,54.58,TikTok Shop
2026-07-20,Baju Melayu Set,Apparel,6,94.32,TikTok Shop
2026-07-20,Casual Kurung,Apparel,5,78.85,Shopee
2026-07-20,Canvas Sneakers,Footwear,3,55.9,Instagram
2026-07-20,Heeled Wedges,Footwear,2,70.09,Shopee
2026-07-21,Casual Kurung,Apparel,8,74.98,TikTok Shop
2026-07-21,Casual Kurung,Apparel,7,74.77,Shopee
2026-07-21,Heeled Wedges,Footwear,4,67.35,TikTok Shop
2026-07-21,Canvas Sneakers,Footwear,3,53.77,TikTok Shop
2026-07-21,Baju Melayu Set,Apparel,4,98.97,TikTok Shop
2026-07-21,Slip-on Sandals,Footwear,3,31.98,Shopee
2026-07-22,Tote Bag,Accessories,2,31.73,TikTok Shop
2026-07-22,Crossbody Bag,Accessories,7,58.39,Shopee
2026-07-22,Slip-on Sandals,Footwear,4,35.06,TikTok Shop
2026-07-22,Batik Shirt,Apparel,5,54.07,TikTok Shop
2026-07-22,Heeled Wedges,Footwear,3,71.06,Shopee
2026-07-22,Heeled Wedges,Footwear,5,64.36,Shopee
2026-07-22,Crossbody Bag,Accessories,6,59.56,TikTok Shop
2026-07-23,Heeled Wedges,Footwear,5,67.6,TikTok Shop
2026-07-23,Crossbody Bag,Accessories,4,62.89,Instagram
2026-07-23,Printed Blouse,Apparel,6,34.99,TikTok Shop
2026-07-23,Tote Bag,Accessories,3,30.04,Shopee
2026-07-24,Tote Bag,Accessories,3,28.0,TikTok Shop
2026-07-24,Silk Hijab,Apparel,5,29.71,Shopee
2026-07-24,Tote Bag,Accessories,5,25.19,TikTok Shop
2026-07-24,Canvas Sneakers,Footwear,7,50.55,TikTok Shop
2026-07-24,Crossbody Bag,Accessories,4,64.74,Instagram
2026-07-24,Tote Bag,Accessories,5,28.26,TikTok Shop
2026-07-24,Slip-on Sandals,Footwear,4,30.95,Shopee
2026-07-24,Heeled Wedges,Footwear,4,66.46,TikTok Shop
2026-07-25,Slip-on Sandals,Footwear,2,35.74,Shopee
2026-07-25,Silk Hijab,Apparel,6,27.84,TikTok Shop
2026-07-25,Baju Melayu Set,Apparel,4,92.94,Instagram
2026-07-25,Casual Kurung,Apparel,6,77.53,Shopee
2026-07-25,Baju Melayu Set,Apparel,5,96.52,TikTok Shop
2026-07-25,Tote Bag,Accessories,1,31.36,TikTok Shop
2026-07-25,Baju Melayu Set,Apparel,6,92.66,TikTok Shop
2026-07-25,Wireless Earbuds Pro,Electronics,5,85.2,TikTok Shop
2026-07-26,Slip-on Sandals,Footwear,6,30.74,TikTok Shop
2026-07-26,Wireless Earbuds Pro,Electronics,4,86.45,Instagram
2026-07-26,Crossbody Bag,Accessories,5,59.54,TikTok Shop
2026-07-26,Batik Shirt,Apparel,6,56.39,TikTok Shop
2026-07-26,Batik Shirt,Apparel,7,55.66,Instagram
2026-07-27,Slip-on Sandals,Footwear,5,32.48,Shopee
2026-07-27,Batik Shirt,Apparel,6,58.59,Shopee
2026-07-27,Heeled Wedges,Footwear,2,71.64,Shopee
2026-07-27,Batik Shirt,Apparel,4,56.3,Shopee
2026-07-27,Canvas Sneakers,Footwear,5,53.25,TikTok Shop
2026-07-27,Casual Kurung,Apparel,4,80.62,Shopee
2026-07-28,Batik Shirt,Apparel,6,54.87,Shopee
2026-07-28,Casual Kurung,Apparel,3,79.36,Shopee
2026-07-28,Wireless Earbuds Pro,Electronics,8,81.42,Shopee
2026-07-28,Canvas Sneakers,Footwear,4,51.78,Instagram
2026-07-28,Silk Hijab,Apparel,2,31.82,TikTok Shop
2026-07-28,Heeled Wedges,Footwear,4,71.48,Instagram
2026-07-28,Slip-on Sandals,Footwear,6,29.6,Instagram
2026-07-28,Canvas Sneakers,Footwear,2,53.17,Shopee
